::SOS PWR RTG
--SOSP_Rank	*Team	Region	Seed	SOSP_Rating	SOSP_Record
West 7-10	1	Dayton, Ohio	39°45′34″N 84°11′30″W
West 2-15	1	Dayton, Ohio	39°45′34″N 84°11′30″W
West 7-10-2-15	2	Dayton, Ohio	39°45′34″N 84°11′30″W
West 5-12	1	Kansas City, Missouri	39°05′59″N 94°34′42″W
West 4-13	1	Kansas City, Missouri	39°05′59″N 94°34′42″W
West 5-12-4-13	2	Kansas City, Missouri	39°05′59″N 94°34′42″W


::Seeds
--Seed	Region	*Team	Conference	S_Record	Berth	S_Rank	Location
1	West	Gonzaga	West Coast	31–2	Automatic	4	47°39′32″N 117°25′30″W
2	West	Ohio State	Big Ten	26–7	Automatic	8	39°59′N 82°59′W
3	West	New Mexico	Mountain West	29–5	Automatic	9	35.08389°N 106.61861°W
4	West	Kansas St	Big 12	27–7	At-large	14	39°11′30″N 96°34′51″W
5	West	Wisconsin	Big Ten	23–11	At-large	19	43.075000°N 89.417222°W
6	West	Arizona	Pac-12	25–7	At-large	21	32°13′54″N 110°57′07″W
7	West	Notre Dame	Big East	25–9	At-large	27	41.702995°N 86.238972°W
8	West	Pittsburgh	Big East	24–8	At-large	31	40°26′40″N 79°57′12″W
9	West	Wichita St	Missouri Valley	26–8	At-large	35	37°43′09″N 97°17′35″W
10	West	Iowa State	Big 12	22–11	At-large	39	42.023949°N 93.647595°W
11	West	Belmont	Ohio Valley	26–6	Automatic	44	36.13553°N 86.79661°W
12	West	Mississippi	SEC	26–8	Automatic	47	34.3663°N 89.5368°W
#13	West	Boise State	Mountain West	21–10	At-large	45	43.60392°N 116.20441°W
13	West	La Salle	Atlantic 10	21–9	At-large	49	40.03925°N 75.15325°W
14	West	Harvard	Ivy	19–9	Automatic	58	42°22′28″N 71°07′01″W
15	West	Iona	MAAC	20–13	Automatic	61	40.92583°N 73.7875°W
16	West	Southern	SWAC	23–9	Automatic	64	30°31′29″N 91°11′24″W


::Games
--*Game	Round	City	Location
East Regional Quarterfinals	4	Washington, D.C.	38°53′42.4″N 77°02′12.0″W
East Regional 1	3	Washington, D.C.	38°53′42.4″N 77°02′12.0″W
East Regional 2	3	Washington, D.C.	38°53′42.4″N 77°02′12.0″W
East 6-11	1	Lexington, Kentucky	38°01′47″N 84°29′41″W
East 3-14	1	Lexington, Kentucky	38°01′47″N 84°29′41″W
East 6-11-3-14	2	Lexington, Kentucky	38°01′47″N 84°29′41″W
East 5-12	1	San Jose, California	37°20′N 121°54′W
East 4-13	1	San Jose, California	37°20′N 121°54′W
East 5-12-4-13	2	San Jose, California	37°20′N 121°54′W
East 1-16	1	Dayton, Ohio	39°45′34″N 84°11′30″W
East 8-9	1	Dayton, Ohio	39°45′34″N 84°11′30″W
East 1-16-8-9	2	Dayton, Ohio	39°45′34″N 84°11′30″W
East 7-10	1	Austin, Texas	30°15′N 97°45′W
East 2-15	1	Austin, Texas	30°15′N 97°45′W
East 7-10-2-15	2	Austin, Texas	30°15′N 97°45′W

::Seeds
--Seed	Region	*Team	Conference	S_Record	Berth	S_Rank	Location
1	East	Indiana	Big Ten	27–6	At-large	1	39°9′44″N 86°31′45″W
2	East	Miami (FL)	ACC	27–6	Automatic	5	25.721644°N 80.279267°W
3	East	Marquette	Big East	23–8	At-large	12	43.038°N 87.928°W
4	East	Syracuse	Big East	26–9	At-large	16	43.03767°N 76.13399°W
5	East	UNLV	Mountain West	25–9	At-large	18	36.10779°N 115.14376°W
6	East	Butler	Atlantic 10	26–8	At-large	22	39.791°N 86.148°W
7	East	Illinois	Big Ten	22–12	At-large	28	40°6′37.94″N 88°13′42.28″W
8	East	NC State	ACC	24–10	At-large	32	35.785548°N 78.67157°W
9	East	Temple	Atlantic 10	23–9	At-large	34	39.98°N 75.16°W
10	East	Colorado	Pac-12	21–11	At-large	36	39.511905°N 84.734674°W
11	East	Bucknell	Patriot	28–5	Automatic	48	40.9546°N 76.8836°W
12	East	California	Pac-12	20–11	At-large	42	37.870°N 122.259°W
13	East	Montana	Big Sky	25–9	Automatic	54	46°51′36″N 113°59′07″W
14	East	Davidson	Southern	26–7	Automatic	55	35.499990°N 80.845296°W
15	East	Pacific	Big West	22–12	Automatic	60	37.9795°N 121.313°W
16	East	James Mad	CAA	20–14	Automatic	66	38°26′18.4″N 78°52′25.5″W
#16	East	LIU-Brooklyn	Northeast	20–13	Automatic	65	40.6911°N 73.9808°W


::Games
--*Game	Round	City	Location
Midwest Regional Quarterfinals	4	Indianapolis	39°46′N 86°9′W
Midwest Regional 1	3	Indianapolis	39°46′N 86°9′W
Midwest Regional 2	3	Indianapolis	39°46′N 86°9′W
Midwest 7-10	1	Philadelphia, Pennsylvania	39°57′12″N 75°10′12″W
Midwest 2-15	1	Philadelphia, Pennsylvania	39°57′12″N 75°10′12″W
Midwest 7-10-2-15	2	Philadelphia, Pennsylvania	39°57′12″N 75°10′12″W
Midwest 6-11	1	Auburn Hills, Michigan	42°41′15″N 83°14′03″W
Midwest 3-14	1	Auburn Hills, Michigan	42°41′15″N 83°14′03″W
Midwest 6-11-3-14	2	Auburn Hills, Michigan	42°41′15″N 83°14′03″W
Midwest 1-16	1	Lexington, Kentucky	38°01′47″N 84°29′41″W
Midwest 8-9	1	Lexington, Kentucky	38°01′47″N 84°29′41″W
Midwest 1-16-8-9	2	Lexington, Kentucky	38°01′47″N 84°29′41″W
Midwest 5-12	1	San Jose, California	37°20′N 121°54′W
Midwest 4-13	1	San Jose, California	37°20′N 121°54′W
Midwest 5-12-4-13	2	San Jose, California	37°20′N 121°54′W

::Seeds
--Seed	Region	*Team	Conference	S_Record	Berth	S_Rank	Location
1	Midwest	Louisville	Big East	29–5	Automatic	2	38°12′54.0792″N 85°45′36.8028″W
2	Midwest	Duke	ACC	27–5	At-large	6	36°0′4″N 78°56′20″W
3	Midwest	Michigan St	Big Ten	25–8	At-large	11	42.723°N 84.481°W
4	Midwest	Saint Louis	Atlantic 10	27–6	Automatic	15	38.636497°N 90.233903°W
5	Midwest	Oklahoma St	Big 12	24–8	At-large	17	36°07′56″N 97°04′51″W
6	Midwest	Memphis	C-USA	30–4	Automatic	23	35.11908°N 89.93778°W
7	Midwest	Creighton	Missouri Valley	27–7	Automatic	25	41°15′53″N 95°56′46″W
8	Midwest	Colorado St	Mountain West	25–8	At-large	30	40°34′29.41″N 105°4′51.52″W
9	Midwest	Missouri	SEC	23–10	At-large	33	38.9453°N 92.3288°W
10	Midwest	Cincinnati	Big East	22–11	At-large	37	39.132024°N 84.515548°W
#11	Midwest	Middle Tenn	Sun Belt	28–5	At-large	50	35.85222°N 86.37°W
11	Midwest	St Marys	West Coast	27–6	At-large	46	37.84096°N 122.10946°W
12	Midwest	Oregon	Pac-12	26–8	Automatic	43	44°02′38.56″N 123°04′32.65″W
13	Midwest	N Mex State	WAC	24–10	Automatic	52	32.283°N 106.748°W
14	Midwest	Valparaiso	Horizon	26–7	Automatic	56	41°27′49″N 87°02′37″W
15	Midwest	Albany	America East	24–10	Automatic	62	42.686193°N 73.823884°W
#16	Midwest	Liberty	Big South	15–20	Automatic	68	37.35242°N 79.18018°W
16	Midwest	NC A&T	MEAC	19–16	Automatic	67	36.075352°N 79.773628°W

::Seed Games
--*Seed	1	2	3	4
1	1-16	1-16-8-9	Regional 1	Regional Quarterfinals
16	1-16	1-16-8-9	Regional 1	Regional Quarterfinals
8	8-9	1-16-8-9	Regional 1	Regional Quarterfinals
9	8-9	1-16-8-9	Regional 1	Regional Quarterfinals
7	7-10	7-10-2-15	Regional 2	Regional Quarterfinals
10	7-10	7-10-2-15	Regional 2	Regional Quarterfinals
2	2-15	7-10-2-15	Regional 2	Regional Quarterfinals
15	2-15	7-10-2-15	Regional 2	Regional Quarterfinals
6	6-11	6-11-3-14	Regional 2	Regional Quarterfinals
11	6-11	6-11-3-14	Regional 2	Regional Quarterfinals
3	3-14	6-11-3-14	Regional 2	Regional Quarterfinals
14	3-14	6-11-3-14	Regional 2	Regional Quarterfinals
5	5-12	5-12-4-13	Regional 1	Regional Quarterfinals
12	5-12	5-12-4-13	Regional 1	Regional Quarterfinals
4	4-13	5-12-4-13	Regional 1	Regional Quarterfinals
13	4-13	5-12-4-13	Regional 1	Regional Quarterfinals

::Final Games
--*Region	5	6
West	Midwest-West Semifinals	Finals
Midwest	Midwest-West Semifinals	Finals
East	South-East Semifinals	Finals
South	South-East Semifinals	Finals
